YEAR,CURRENT_ROUND,TEAM_A,SEED_A,FARTHEST_ROUND_A,SCORE_A,TEAM_B,SEED_B,FARTHEST_ROUND_B,SCORE_B,WINNER_TEAM
2011,32,Temple,7,32,64,San Diego St.,2,16,71,San Diego St.
2011,32,Kansas,1,8,73,Illinois,9,32,59,Kansas
2011,32,Richmond,12,16,65,Morehead St.,13,32,48,Richmond
2011,32,VCU,11,4,94,Purdue,3,32,76,VCU
2011,32,Florida St.,10,16,71,Notre Dame,2,32,57,Florida St.
2011,32,Pittsburgh,1,32,70,Butler,8,2,71,Butler
2011,32,Kansas St.,5,32,65,Wisconsin,4,16,70,Wisconsin
2011,32,Gonzaga,11,32,67,BYU,3,16,89,BYU
2011,32,UCLA,7,32,65,Florida,2,8,73,Florida
2011,16,Ohio St.,1,16,60,Kentucky,4,4,62,Kentucky
2011,16,Marquette,11,16,63,North Carolina,2,8,81,North Carolina
2011,16,Duke,1,16,77,Arizona,5,8,93,Arizona
2011,16,Connecticut,3,1,74,San Diego St.,2,16,67,Connecticut
2011,16,Kansas,1,8,77,Richmond,12,16,57,Kansas
2011,16,VCU,11,4,72,Florida St.,10,16,71,VCU
2011,16,Butler,8,2,61,Wisconsin,4,16,54,Butler
2011,16,BYU,3,16,74,Florida,2,8,83,Florida
2011,8,Kentucky,4,4,76,North Carolina,2,8,69,Kentucky
2011,8,Arizona,5,8,63,Connecticut,3,1,65,Connecticut
2011,8,Kansas,1,8,61,VCU,11,4,71,VCU
2011,8,Butler,8,2,74,Florida,2,8,71,Butler
2011,4,Kentucky,4,4,55,Connecticut,3,1,56,Connecticut
2011,4,VCU,11,4,62,Butler,8,2,70,Butler
2011,2,Connecticut,3,1,53,Butler,8,2,41,Connecticut
2010,64,Kansas,1,32,90,Lehigh,16,64,74,Kansas
2010,64,UNLV,8,64,66,Northern Iowa,9,16,69,Northern Iowa
2010,64,Michigan St.,5,4,70,New Mexico St.,12,64,67,Michigan St.
2010,64,Maryland,4,32,89,Houston,13,64,77,Maryland
2010,64,Tennessee,6,8,62,San Diego St.,11,64,59,Tennessee
2010,64,Georgetown,3,64,83,Ohio,14,32,97,Ohio
2010,64,Oklahoma St.,7,64,59,Georgia Tech,10,32,64,Georgia Tech
2010,64,Ohio St.,2,16,68,UC Santa Barbara,15,64,51,Ohio St.
2010,64,Syracuse,1,16,79,Vermont,16,64,56,Syracuse
2010,64,Gonzaga,8,32,67,Florida St.,9,64,60,Gonzaga
2010,64,Butler,5,2,77,UTEP,12,64,59,Butler
2010,64,Vanderbilt,4,64,65,Murray St.,13,32,66,Murray St.
2010,64,Xavier,6,16,65,Minnesota,11,64,54,Xavier
2010,64,Pittsburgh,3,32,89,Oakland,14,64,66,Pittsburgh
2010,64,BYU,7,32,99,Florida,10,64,92,BYU
2010,64,Kansas St.,2,8,82,North Texas,15,64,62,Kansas St.
2010,64,Kentucky,1,8,100,East Tennessee St.,16,64,71,Kentucky
2010,64,Texas,8,64,80,Wake Forest,9,32,81,Wake Forest
2010,64,Temple,5,64,65,Cornell,12,16,78,Cornell
2010,64,Wisconsin,4,32,53,Wofford,13,64,49,Wisconsin
2010,64,Marquette,6,64,78,Washington,11,16,80,Washington
2010,64,New Mexico,3,32,62,Montana,14,64,57,New Mexico
2010,64,Clemson,7,64,78,Missouri,10,32,86,Missouri
2010,64,West Virginia,2,4,77,Morgan St.,15,64,50,West Virginia
2010,64,Duke,1,1,73,Arkansas Pine Bluff,16,64,44,Duke
2010,64,California,8,32,77,Louisville,9,64,62,California
2010,64,Texas A&M,5,32,69,Utah St.,12,64,53,Texas A&M
2010,64,Purdue,4,16,72,Siena,13,64,64,Purdue
2010,64,Notre Dame,6,64,50,Old Dominion,11,32,51,Old Dominion
2010,64,Baylor,3,8,68,Sam Houston St.,14,64,59,Baylor
2010,64,Richmond,7,64,71,Saint Mary's,10,16,80,Saint Mary's
2010,64,Villanova,2,32,73,Robert Morris,15,64,70,Villanova
2010,32,Kansas,1,32,67,Northern Iowa,9,16,69,Northern Iowa
2010,32,Michigan St.,5,4,85,Maryland,4,32,83,Michigan St.
2010,32,Tennessee,6,8,83,Ohio,14,32,68,Tennessee
2010,32,Georgia Tech,10,32,66,Ohio St.,2,16,75,Ohio St.
2010,32,Syracuse,1,16,87,Gonzaga,8,32,65,Syracuse
2010,32,Butler,5,2,54,Murray St.,13,32,52,Butler
2010,32,Xavier,6,16,71,Pittsburgh,3,32,68,Xavier
2010,32,BYU,7,32,72,Kansas St.,2,8,84,Kansas St.
2010,32,Kentucky,1,8,90,Wake Forest,9,32,60,Kentucky
2010,32,Cornell,12,16,87,Wisconsin,4,32,69,Cornell
2010,32,Washington,11,16,82,New Mexico,3,32,64,Washington
2010,32,Missouri,10,32,59,West Virginia,2,4,68,West Virginia
2010,32,Duke,1,1,68,California,8,32,53,Duke
2010,32,Texas A&M,5,32,61,Purdue,4,16,63,Purdue
2010,32,Old Dominion,11,32,68,Baylor,3,8,76,Baylor
2010,32,Saint Mary's,10,16,75,Villanova,2,32,68,Saint Mary's
2010,16,Northern Iowa,9,16,52,Michigan St.,5,4,59,Michigan St.
2010,16,Tennessee,6,8,76,Ohio St.,2,16,73,Tennessee
2010,16,Syracuse,1,16,59,Butler,5,2,63,Butler
2010,16,Xavier,6,16,96,Kansas St.,2,8,101,Kansas St.
2010,16,Kentucky,1,8,62,Cornell,12,16,45,Kentucky
2010,16,Washington,11,16,56,West Virginia,2,4,69,West Virginia
2010,16,Duke,1,1,70,Purdue,4,16,57,Duke
2010,16,Baylor,3,8,72,Saint Mary's,10,16,49,Baylor
2010,8,Michigan St.,5,4,70,Tennessee,6,8,69,Michigan St.
2010,8,Butler,5,2,63,Kansas St.,2,8,56,Butler
2010,8,Kentucky,1,8,66,West Virginia,2,4,73,West Virginia
2010,8,Duke,1,1,78,Baylor,3,8,71,Duke
2010,4,Michigan St.,5,4,50,Butler,5,2,52,Butler
2010,4,West Virginia,2,4,57,Duke,1,1,78,Duke
2010,2,Butler,5,2,59,Duke,1,1,61,Duke
2009,64,Louisville,1,8,74,Morehead St.,16,64,54,Louisville
2009,64,Ohio St.,8,64,72,Siena,9,32,74,Siena
2009,64,Utah,5,64,71,Arizona,12,16,84,Arizona
2009,64,Wake Forest,4,64,69,Cleveland St.,13,32,84,Cleveland St.
2009,64,West Virginia,6,64,60,Dayton,11,32,68,Dayton
2009,64,Kansas,3,16,84,North Dakota St.,14,64,74,Kansas
2009,64,Boston College,7,64,55,USC,10,32,72,USC
2009,64,Michigan St.,2,2,77,Robert Morris,15,64,62,Michigan St.
2009,64,Connecticut,1,4,103,Chattanooga,16,64,47,Connecticut
2009,64,BYU,8,64,66,Texas A&M,9,32,79,Texas A&M
2009,64,Purdue,5,16,61,Northern Iowa,12,64,56,Purdue
2009,64,Washington,4,32,71,Mississippi St.,13,64,58,Washington
2009,64,Marquette,6,32,58,Utah St.,11,64,57,Marquette
2009,64,Missouri,3,8,78,Cornell,14,64,59,Missouri
2009,64,California,7,64,71,Maryland,10,32,84,Maryland
2009,64,Memphis,2,16,81,Cal St. Northridge,15,64,70,Memphis
2009,64,Pittsburgh,1,8,72,East Tennessee St.,16,64,62,Pittsburgh
2009,64,Oklahoma St.,8,32,77,Tennessee,9,64,75,Oklahoma St.
2009,64,Florida St.,5,64,59,Wisconsin,12,32,61,Wisconsin
2009,64,Xavier,4,16,77,Portland St.,13,64,59,Xavier
2009,64,UCLA,6,32,65,VCU,11,64,64,UCLA
2009,64,Villanova,3,4,80,American,14,64,67,Villanova
2009,64,Texas,7,32,76,Minnesota,10,64,62,Texas
2009,64,Duke,2,16,86,Binghamton,15,64,62,Duke
2009,64,North Carolina,1,1,101,Radford,16,64,58,North Carolina
2009,64,LSU,8,32,75,Butler,9,64,71,LSU
2009,64,Illinois,5,64,72,Western Kentucky,12,32,76,Western Kentucky
2009,64,Gonzaga,4,16,77,Akron,13,64,64,Gonzaga
2009,64,Arizona St.,6,32,66,Temple,11,64,57,Arizona St.
2009,64,Syracuse,3,16,59,Stephen F. Austin,14,64,44,Syracuse
2009,64,Clemson,7,64,59,Michigan,10,32,62,Michigan
2009,64,Oklahoma,2,8,82,Morgan St.,15,64,54,Oklahoma
2009,32,Louisville,1,8,79,Siena,9,32,72,Louisville
2009,32,Arizona,12,16,71,Cleveland St.,13,32,57,Arizona
2009,32,Dayton,11,32,43,Kansas,3,16,60,Kansas
2009,32,USC,10,32,69,Michigan St.,2,2,74,Michigan St.
2009,32,Connecticut,1,4,92,Texas A&M,9,32,66,Connecticut
2009,32,Purdue,5,16,76,Washington,4,32,74,Purdue
2009,32,Marquette,6,32,79,Missouri,3,8,83,Missouri
2009,32,Maryland,10,32,70,Memphis,2,16,89,Memphis
2009,32,Pittsburgh,1,8,84,Oklahoma St.,8,32,76,Pittsburgh
2009,32,Wisconsin,12,32,49,Xavier,4,16,60,Xavier
2009,32,UCLA,6,32,69,Villanova,3,4,89,Villanova
2009,32,Texas,7,32,69,Duke,2,16,74,Duke
2009,32,North Carolina,1,1,84,LSU,8,32,70,North Carolina
2009,32,Western Kentucky,12,32,81,Gonzaga,4,16,83,Gonzaga
2009,32,Arizona St.,6,32,67,Syracuse,3,16,78,Syracuse
2009,32,Michigan,10,32,63,Oklahoma,2,8,73,Oklahoma
2009,16,Louisville,1,8,103,Arizona,12,16,64,Louisville
2009,16,Kansas,3,16,62,Michigan St.,2,2,67,Michigan St.
2009,16,Connecticut,1,4,72,Purdue,5,16,60,Connecticut
2009,16,Missouri,3,8,102,Memphis,2,16,91,Missouri
2009,16,Pittsburgh,1,8,60,Xavier,4,16,55,Pittsburgh
2009,16,Villanova,3,4,77,Duke,2,16,54,Villanova
2009,16,North Carolina,1,1,98,Gonzaga,4,16,77,North Carolina
2009,16,Syracuse,3,16,71,Oklahoma,2,8,84,Oklahoma
2009,8,Louisville,1,8,52,Michigan St.,2,2,64,Michigan St.
2009,8,Connecticut,1,4,82,Missouri,3,8,75,Connecticut
2009,8,Pittsburgh,1,8,76,Villanova,3,4,78,Villanova
2009,8,North Carolina,1,1,72,Oklahoma,2,8,60,North Carolina
2009,4,Michigan St.,2,2,82,Connecticut,1,4,73,Michigan St.
2009,4,Villanova,3,4,69,North Carolina,1,1,83,North Carolina
2009,2,Michigan St.,2,2,72,North Carolina,1,1,89,North Carolina
2008,64,North Carolina,1,4,113,Mount St. Mary's,16,64,74,North Carolina
2008,64,Indiana,8,64,72,Arkansas,9,32,86,Arkansas
2008,64,Notre Dame,5,32,68,George Mason,12,64,50,Notre Dame
2008,64,Washington St.,4,16,71,Winthrop,13,64,40,Washington St.
2008,64,Oklahoma,6,32,72,Saint Joseph's,11,64,64,Oklahoma
2008,64,Louisville,3,8,79,Boise St.,14,64,61,Louisville
2008,64,Butler,7,32,81,South Alabama,10,64,61,Butler
2008,64,Tennessee,2,16,72,American,15,64,57,Tennessee
2008,64,Kansas,1,1,85,Portland St.,16,64,61,Kansas
2008,64,UNLV,8,32,71,Kent St.,9,64,58,UNLV
2008,64,Clemson,5,64,69,Villanova,12,16,75,Villanova
2008,64,Vanderbilt,4,64,62,Siena,13,32,83,Siena
2008,64,USC,6,64,67,Kansas St.,11,32,80,Kansas St.
2008,64,Wisconsin,3,16,71,Cal St. Fullerton,14,64,56,Wisconsin
2008,64,Gonzaga,7,64,76,Davidson,10,8,82,Davidson
2008,64,Georgetown,2,32,66,UMBC,15,64,47,Georgetown
2008,64,Memphis,1,2,87,UT Arlington,16,64,63,Memphis
2008,64,Mississippi St.,8,32,76,Oregon,9,64,69,Mississippi St.
2008,64,Michigan St.,5,16,72,Temple,12,64,61,Michigan St.
2008,64,Pittsburgh,4,32,82,Oral Roberts,13,64,63,Pittsburgh
2008,64,Marquette,6,32,74,Kentucky,11,64,66,Marquette
2008,64,Stanford,3,16,77,Cornell,14,64,53,Stanford
2008,64,Miami FL,7,32,78,Saint Mary's,10,64,64,Miami FL
2008,64,Texas,2,8,74,Austin Peay,15,64,54,Texas
2008,64,UCLA,1,4,70,Mississippi Valley St.,16,64,29,UCLA
2008,64,BYU,8,64,62,Texas A&M,9,32,67,Texas A&M
2008,64,Drake,5,64,99,Western Kentucky,12,16,101,Western Kentucky
2008,64,Connecticut,4,64,69,San Diego,13,32,70,San Diego
2008,64,Purdue,6,32,90,Baylor,11,64,79,Purdue
2008,64,Xavier,3,8,73,Georgia,14,64,61,Xavier
2008,64,West Virginia,7,16,75,Arizona,10,64,65,West Virginia
2008,64,Duke,2,32,71,Belmont,15,64,70,Duke
2008,32,North Carolina,1,4,108,Arkansas,9,32,77,North Carolina
2008,32,Notre Dame,5,32,41,Washington St.,4,16,61,Washington St.
2008,32,Oklahoma,6,32,48,Louisville,3,8,78,Louisville
2008,32,Butler,7,32,71,Tennessee,2,16,76,Tennessee
2008,32,Kansas,1,1,75,UNLV,8,32,56,Kansas
2008,32,Villanova,12,16,84,Siena,13,32,72,Villanova
2008,32,Kansas St.,11,32,55,Wisconsin,3,16,72,Wisconsin
2008,32,Davidson,10,8,74,Georgetown,2,32,70,Davidson
2008,32,Memphis,1,2,77,Mississippi St.,8,32,74,Memphis
2008,32,Michigan St.,5,16,65,Pittsburgh,4,32,54,Michigan St.
2008,32,Marquette,6,32,81,Stanford,3,16,82,Stanford
2008,32,Miami FL,7,32,72,Texas,2,8,75,Texas
2008,32,UCLA,1,4,51,Texas A&M,9,32,49,UCLA
2008,32,Western Kentucky,12,16,72,San Diego,13,32,63,Western Kentucky
2008,32,Purdue,6,32,78,Xavier,3,8,85,Xavier
2008,32,West Virginia,7,16,73,Duke,2,32,67,West Virginia
2008,16,North Carolina,1,4,68,Washington St.,4,16,47,North Carolina
2008,16,Louisville,3,8,79,Tennessee,2,16,60,Louisville
2008,16,Kansas,1,1,72,Villanova,12,16,57,Kansas
2008,16,Wisconsin,3,16,56,Davidson,10,8,73,Davidson
2008,16,Memphis,1,2,92,Michigan St.,5,16,74,Memphis
2008,16,Stanford,3,16,62,Texas,2,8,82,Texas
2008,16,UCLA,1,4,88,Western Kentucky,12,16,78,UCLA
2008,16,Xavier,3,8,79,West Virginia,7,16,75,Xavier
2008,8,North Carolina,1,4,83,Louisville,3,8,73,North Carolina
2008,8,Kansas,1,1,59,Davidson,10,8,57,Kansas
2008,8,Memphis,1,2,85,Texas,2,8,67,Memphis
2008,8,UCLA,1,4,76,Xavier,3,8,57,UCLA
2008,4,North Carolina,1,4,66,Kansas,1,1,84,Kansas
2008,4,Memphis,1,2,78,UCLA,1,4,63,Memphis
2008,2,Kansas,1,1,75,Memphis,1,2,68,Kansas
